,accuracy,clf,f1_score,precision,recall,uncover_percentage
0,0.8930817610062893,RandomForestClassifier,0.596722621902478,0.5889433551198257,0.6407780013413816,0.05
1,0.8867924528301887,RandomForestClassifier,0.43271555197421435,0.4495238095238095,0.42394366197183103,0.05
2,0.8805031446540881,RandomForestClassifier,0.3736691236691237,0.36753246753246754,0.38184663536776214,0.05
3,0.8867924528301887,RandomForestClassifier,0.4083011583011584,0.5192307692307693,0.3915584415584416,0.05
4,0.8364779874213837,RandomForestClassifier,0.3362443016422256,0.32863534675615214,0.34458874458874456,0.05
5,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
6,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
7,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
8,0.89937106918239,RandomForestClassifier,0.4064564564564565,0.4698924731182796,0.393939393939394,0.05
9,0.89937106918239,RandomForestClassifier,0.5036273386788851,0.6184126984126984,0.46713333947376495,0.05
10,0.8679245283018868,RandomForestClassifier,0.3097643097643098,0.2929936305732484,0.32857142857142857,0.05
11,0.8364779874213837,RandomForestClassifier,0.37202797202797205,0.3503688092729189,0.4071428571428572,0.05
12,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
13,0.8867924528301887,RandomForestClassifier,0.39852607709750565,0.4341991341991342,0.3915584415584416,0.05
14,0.8805031446540881,RandomForestClassifier,0.3121516164994426,0.29350104821802936,0.3333333333333333,0.05
15,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
16,0.6918238993710691,RandomForestClassifier,0.27363184079601993,0.2887139107611549,0.26004728132387706,0.05
17,0.8113207547169812,RandomForestClassifier,0.3305455993628037,0.3265870382658704,0.36713615023474183,0.05
18,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
19,0.8805031446540881,RandomForestClassifier,0.3131991051454139,0.29535864978902954,0.3333333333333333,0.05
20,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
21,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
22,0.8742138364779874,RandomForestClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
23,0.8301886792452831,RandomForestClassifier,0.35742690058479537,0.3453703703703704,0.3739952718676123,0.05
24,0.8805031446540881,RandomForestClassifier,0.3121516164994426,0.29350104821802936,0.3333333333333333,0.05
25,0.8301886792452831,AdaBoostClassifier,0.4186959937156323,0.39320866141732286,0.6312056737588653,0.05
26,0.8867924528301887,AdaBoostClassifier,0.4316402328849629,0.46732026143790845,0.4194805194805195,0.05
27,0.7295597484276729,AdaBoostClassifier,0.299406604747162,0.3027497194163861,0.3041125541125541,0.05
28,0.8742138364779874,AdaBoostClassifier,0.5144306845545236,0.5509259259259259,0.5029320561235455,0.05
29,0.89937106918239,AdaBoostClassifier,0.5530777256129369,0.5623369848721961,0.550167672702884,0.05
30,0.9182389937106918,AdaBoostClassifier,0.5524415492602132,0.5351473922902494,0.5709956709956711,0.05
31,0.7044025157232704,AdaBoostClassifier,0.3344791155156764,0.36140203882139366,0.33796935924595495,0.05
32,0.8301886792452831,AdaBoostClassifier,0.35742690058479537,0.34646962233169126,0.37012987012987014,0.05
33,0.8742138364779874,AdaBoostClassifier,0.5241508789895886,0.5355417529330573,0.5481870375487397,0.05
34,0.8742138364779874,AdaBoostClassifier,0.31096196868008946,0.29140461215932917,0.3333333333333333,0.05
35,0.9182389937106918,AdaBoostClassifier,0.5524415492602132,0.5351473922902494,0.5709956709956711,0.05
